,0
42182,0.004376008331976916
24875,0.0040956869097857965
7216,0.003961800633344065
52254,0.003939751398279423
13297,0.003939159747496282
9220,0.003930814417992149
59363,0.003927647180257851
16715,0.0038923600511435908
44,0.0038781492861418693
7737,0.003847311738917557
27089,0.003829365526798389
14240,0.003820774668678076
58167,0.0038089460185785984
2818,0.003802491602233572
44784,0.0037927819816291164
59934,0.003791169551111495
3838,0.003778013553822045
46558,0.003765491592482092
58178,0.0037619484874085794
23074,0.0037539060233075946
60279,0.003747057735800411
46469,0.0037428920636232376
16289,0.0037357130105866556
23616,0.0037275923931775366
43608,0.003727389476833639
44578,0.0037208417740134296
58388,0.00371950383512793
2054,0.0037179014979038176
9855,0.0036975220426963495
12098,0.0036836502451556108
31544,0.00368268832633297
1922,0.003676156309594204
3891,0.0036759445143611626
24039,0.0036713111878542543
12294,0.0036625596965244615
1025,0.003660861624231255
10917,0.003657666023502485
5035,0.0036574663921441126
35089,0.003653764778528144
17807,0.003653713622420677
31445,0.0036486145881972683
5334,0.0036389975565433276
50905,0.0036350469330970305
42458,0.0036339682294205407
32589,0.0036262427537375303
51871,0.003614763617562711
25860,0.003614594370927231
38555,0.003614103598407974
40132,0.0036139293574002666
57978,0.0036104207803403384
59036,0.003605183733493211
4845,0.0036039598212185327
2844,0.0036019950942711445
58023,0.0035955713070917688
7532,0.0035775054335238803
12499,0.0035771316081819014
58825,0.0035691766953606942
59681,0.003559811339222835
48934,0.0035595494537859797
6026,0.0035571368182361835
14551,0.0035545847239772882
60013,0.003552087109839224
15199,0.003546240903366867
27275,0.00353924222993641
17414,0.0035365819506299233
225,0.0035338702409211968
13316,0.0035325421895682197
27588,0.003530640697968898
10776,0.0035273215215233618
9881,0.003524844680936693
15708,0.003516385393729223
751,0.0035110396543657787
14552,0.0035097756944453464
51773,0.0035095009647829072
23781,0.003509271995156005
3030,0.0035051465788319023
60489,0.00350403362491867
1336,0.0035009449524514473
59647,0.0034987324784482737
13341,0.0034917356217748813
9350,0.0034916520269734604
4511,0.003486246722688853
4313,0.0034841291206840607
26940,0.0034837673513422266
31550,0.0034832291183753278
31266,0.0034828886335766707
58717,0.0034820520361267776
33287,0.003477712388208057
23351,0.003475786356047375
27436,0.0034753756711640655
55136,0.003473324067418252
12971,0.0034689059288860267
1872,0.0034662811684413293
59977,0.00345835583312886
9321,0.0034518585167994825
3258,0.0034505827629260095
21334,0.0034455833451065283
7682,0.003441375076353349
26016,0.0034407391704761505
5922,0.0034390917299210104
12010,0.0034389235320802414
4842,0.0034382350227324314
16377,0.0034328806907132107
11514,0.003432119501833257
674,0.003430143577742452
42128,0.003426921453967335
5715,0.0034233993156780633
47811,0.003423115849056434
1100,0.003421688588250304
22231,0.003420710379352634
58676,0.0034186513505573748
7671,0.003414403229522506
49927,0.0034135035718158326
3083,0.0034133990428742962
10492,0.003410519545268098
176,0.003410491075055687
14829,0.0034060280194994534
5409,0.003405735212809588
21038,0.0034040582744653504
50388,0.003402406125120575
58402,0.0034020513261327425
17545,0.003400995511180172
9725,0.00339925743217234
49837,0.003397396000499195
14127,0.0033968848584833154
52032,0.00339622434133122
868,0.003395117657340734
48842,0.0033922282064277574
86,0.0033920963192621
28044,0.0033920488929726363
27408,0.003391914934377958
33396,0.003389005289032623
5984,0.0033880203262238993
55543,0.003386358318672164
16121,0.003380923672049993
14576,0.0033789733011600244
30474,0.003377424470941397
4016,0.0033748530233599265
26965,0.003374533810066982
59907,0.0033677890264966746
5673,0.003367068153602605
11979,0.0033638137914215956
13109,0.003362133174496371
39988,0.0033593641294710364
5269,0.003357404191331172
10270,0.0033559537461619665
42180,0.0033558740395768626
1856,0.0033550816444840393
4031,0.00335273732974487
12978,0.0033520329487078827
16168,0.003348635001004607
11731,0.0033463803182751696
10723,0.0033446171592218746
8567,0.0033438029293597704
1807,0.0033432629465048273
16474,0.003343059644807518
14391,0.003343031733517763
22306,0.0033426425694385977
2919,0.003338291003839037
7445,0.003337980275255492
7250,0.0033370199137278795
36314,0.003332799964372525
23272,0.0033325779102290126
7824,0.00333170331021785
51692,0.0033312985829817717
8083,0.003331152971118025
46500,0.0033276730486866096
7276,0.0033270312725667823
17283,0.003325766191323492
30392,0.003325355266198666
53995,0.0033245393480405873
46264,0.003323903557862993
42124,0.003322025459114479
16789,0.003320584284636336
4137,0.0033188450871491776
7757,0.0033166224641672576
14926,0.003316247588423257
32715,0.003315162396688181
20853,0.0033126103681179954
673,0.003310594912984915
1305,0.0033098273690825896
3521,0.0033083365129322677
54086,0.0033082421203062375
17325,0.003307908232143912
33694,0.0033078848375892715
40114,0.0033072647621498717
47091,0.0033058718387791466
13627,0.003304983736381588
59855,0.0033044875183973433
7551,0.003303173432608657
48959,0.003302503795530913
8091,0.003301643457917709
60447,0.0033008200258466606
48104,0.003300349392235561
48690,0.0032983274212844992
15336,0.0032971649457791768
3606,0.0032965320550400064
34447,0.003295804282799706
36322,0.003294050271182457
47004,0.003293724367967226
4720,0.003292875208685417
2212,0.003292118432114608
60441,0.0032909058952189842
2846,0.0032905945130076203
41383,0.003288101002849936
314,0.0032841255518400603
34110,0.0032826769672281387
22105,0.0032823573067341095
59392,0.0032792099464246903
24129,0.003279081034227019
12510,0.003277970555089963
2756,0.0032774482576764536
1365,0.0032750942407536393
12649,0.003274403022042902
53798,0.0032741110759222027
14992,0.003273053220236515
25930,0.003272117267539932
9466,0.0032710994832681555
51336,0.003270563591164044
46098,0.003269876241217485
3845,0.0032697764828382926
51236,0.003269088274435817
37816,0.003267694658680399
30634,0.003267118541821458
1700,0.0032648053875866945
378,0.0032642543892369954
71,0.003262532659589709
36209,0.003261002158533865
45969,0.0032564569514665497
59152,0.003255312501538296
33910,0.0032550863212715375
33209,0.003254824292574642
37453,0.0032547595376691885
4182,0.0032542807052537443
10624,0.0032542642013775797
47710,0.0032539959550989994
25165,0.003252796923700613
452,0.0032513912782571332
37426,0.0032503404534206305
4022,0.003249898900244604
32602,0.0032498760258924553
23567,0.0032497917715700116
42891,0.0032494598592839813
28707,0.0032491674632341805
50140,0.0032488907503443955
51554,0.003248406158103952
1651,0.003247699511177975
11507,0.0032461127686596774
14142,0.0032419298773425378
10809,0.0032416508181434996
13592,0.003238743176159211
2868,0.0032370389335909717
33362,0.0032368949332149317
45488,0.0032366337895131307
52941,0.003236145639799664
53637,0.0032337167697992692
25132,0.0032333508950780788
31903,0.0032321758917347736
11156,0.0032311376552329406
52435,0.003229411880203882
20086,0.003229296297628802
6498,0.0032276022668832473
30202,0.003227506228376572
8908,0.0032259879395687835
45201,0.00322556969340448
5237,0.003224866952089607
39152,0.0032246397247124503
7721,0.003223973726246299
41248,0.0032237576866946866
42498,0.003223751924679385
26151,0.0032226146051574246
15284,0.0032223961433319316
42064,0.003221360176355198
14038,0.0032208241663606563
59340,0.003220332174685003
55410,0.003217690527885861
161,0.00321702461130707
1949,0.0032166208954767226
19814,0.00321641973276315
425,0.003216274667471087
14852,0.003215774322979253
8860,0.0032146336230251017
21209,0.0032131516967286145
57150,0.0032122058314836737
25868,0.00321152029719679
39634,0.003211265279162157
20677,0.003210671130418099
30220,0.003210156055776228
38147,0.0032094893864513547
47758,0.0032072622873340604
31343,0.0032067313339506774
41760,0.00320599836101741
8923,0.003205717968146236
16202,0.0032049041391873766
35135,0.0032046135802631026
9072,0.003204221368188173
44728,0.003204071878405099
46363,0.003203809296889284
836,0.0032037126319085897
1351,0.0032036985795785133
56655,0.0032022796564082053
5858,0.003202112729138782
23653,0.0032012169065780945
34340,0.0032009383903767842
27985,0.0031998323057772417
51070,0.003199272030184322
56971,0.0031991159277772086
9502,0.0031982244047008986
651,0.0031974276758051224
34508,0.0031972079065877034
36464,0.003196971624670254
11784,0.0031962241384594294
31122,0.0031959038922542266
46234,0.003195393605657654
48403,0.003194284094908478
46769,0.0031937524140548484
25518,0.0031924264225915103
59170,0.003191745748555438
6683,0.0031916780269534268
53362,0.0031910711697414394
19943,0.003190012656663995
33021,0.0031895667933508607
26609,0.0031891037746853896
2776,0.00318810633728358
4034,0.0031877667941619427
1784,0.003187319827301437
13170,0.003186691898660391
5415,0.0031861585249218817
10542,0.0031861310953016854
6591,0.0031845184325500512
46965,0.0031837759293784486
148,0.003182284359870281
1652,0.0031816603183567743
10070,0.0031815395198435013
26630,0.003181125712149043
51099,0.0031808585324638377
45230,0.0031793646140082427
12410,0.003179166267033385
20226,0.0031787429649089653
36688,0.0031782814189386206
53940,0.003177796696064142
49510,0.0031773973730019195
44297,0.003177108219124477
47761,0.003175546040638672
22630,0.0031748845970449822
9387,0.0031741591779349287
10716,0.0031716317239853455
25664,0.0031714320914924083
54594,0.0031712604483269597
12072,0.0031708504761020985
6950,0.003169900418997609
16243,0.0031697352412035124
15065,0.003169221590567908
45944,0.003168464982141559
3745,0.003167890296889966
6868,0.003167427839257583
34741,0.003166571023680106
14803,0.0031660978591793935
30812,0.0031653966911147813
4820,0.0031610931274900726
19490,0.0031604124687876606
45266,0.0031597018685641546
35440,0.0031593355746514073
12428,0.003159182473615161
12425,0.0031590705524216856
7723,0.003158973438973502
18534,0.0031589222695346973
49050,0.0031580061687504625
9882,0.0031569433916389254
29897,0.003156034193832042
7038,0.003155527699998896
6494,0.003155272913756316
4593,0.0031548943945245785
26076,0.0031539925084966493
24144,0.003152516523041671
51139,0.0031514257067474134
55854,0.0031513298753671226
13032,0.0031496564355682146
20739,0.0031494030019188547
9716,0.003149198981313361
49418,0.0031488383302679416
36743,0.0031474137887382513
12262,0.003145487305161656
14047,0.0031450568149340684
13345,0.003144868300453554
4759,0.0031437904127482874
34496,0.0031431380157961684
4007,0.0031424072463449924
3923,0.003142172620125083
47044,0.003142147793963609
4093,0.0031420107934038866
5127,0.003141198377170404
50259,0.003141181327562118
38322,0.0031407789181893643
46814,0.0031402829112255493
33130,0.003139688751004327
38161,0.0031393953087203467
9550,0.003138611270836117
56275,0.0031382424173517485
26532,0.003137685885527442
39063,0.0031375902309401004
14557,0.0031370113662216154
12309,0.0031368274827381494
33542,0.00313591381025913
14442,0.003134438985837237
10768,0.0031332570428668906
7083,0.0031309559417453414
44090,0.003128803152268101
47296,0.0031282955610702125
24841,0.0031275197135755355
8541,0.0031268456639241635
57846,0.0031264200167457194
45147,0.0031262131532996205
20361,0.003125527169288393
32647,0.0031253914976649825
56204,0.0031252846718759285
22180,0.0031251845827065115
57378,0.003124904950873739
13538,0.003124803744025593
21241,0.003124473345692346
16575,0.003123905760416312
45100,0.003123615690867377
7213,0.003123593062850193
56104,0.003123165647135089
12749,0.003123063327881033
655,0.003121403316984101
30809,0.003120286806057141
55074,0.0031185024833852953
294,0.0031180839104522464
13827,0.00311772661930041
